year,Industry,Value
Jun-02,Wholesale & retail trade; repair of motor vehicles and motorcycles,4989000
Sep-02,Wholesale & retail trade; repair of motor vehicles and motorcycles,4998000
Dec-02,Wholesale & retail trade; repair of motor vehicles and motorcycles,5155000
Mar-03,Wholesale & retail trade; repair of motor vehicles and motorcycles,4941000
Jun-03,Wholesale & retail trade; repair of motor vehicles and motorcycles,4972000
Sep-03,Wholesale & retail trade; repair of motor vehicles and motorcycles,4995000
Dec-03,Wholesale & retail trade; repair of motor vehicles and motorcycles,5161000
Mar-04,Wholesale & retail trade; repair of motor vehicles and motorcycles,4994000
Jun-04,Wholesale & retail trade; repair of motor vehicles and motorcycles,4991000
Sep-04,Wholesale & retail trade; repair of motor vehicles and motorcycles,4987000
Dec-04,Wholesale & retail trade; repair of motor vehicles and motorcycles,5182000
Mar-05,Wholesale & retail trade; repair of motor vehicles and motorcycles,5013000
Jun-05,Wholesale & retail trade; repair of motor vehicles and motorcycles,5009000
Sep-05,Wholesale & retail trade; repair of motor vehicles and motorcycles,5013000
Dec-05,Wholesale & retail trade; repair of motor vehicles and motorcycles,5138000
Mar-06,Wholesale & retail trade; repair of motor vehicles and motorcycles,4993000
Jun-06,Wholesale & retail trade; repair of motor vehicles and motorcycles,4980000
Sep-06,Wholesale & retail trade; repair of motor vehicles and motorcycles,4994000
Dec-06,Wholesale & retail trade; repair of motor vehicles and motorcycles,5145000
Mar-07,Wholesale & retail trade; repair of motor vehicles and motorcycles,4993000
Jun-07,Wholesale & retail trade; repair of motor vehicles and motorcycles,5027000
Sep-07,Wholesale & retail trade; repair of motor vehicles and motorcycles,5015000
Dec-07,Wholesale & retail trade; repair of motor vehicles and motorcycles,5192000
Mar-08,Wholesale & retail trade; repair of motor vehicles and motorcycles,5064000
Jun-08,Wholesale & retail trade; repair of motor vehicles and motorcycles,5064000
Sep-08,Wholesale & retail trade; repair of motor vehicles and motorcycles,5024000
Dec-08,Wholesale & retail trade; repair of motor vehicles and motorcycles,5129000
Mar-09,Wholesale & retail trade; repair of motor vehicles and motorcycles,4892000
Jun-09,Wholesale & retail trade; repair of motor vehicles and motorcycles,4898000
Sep-09,Wholesale & retail trade; repair of motor vehicles and motorcycles,4842000
Dec-09,Wholesale & retail trade; repair of motor vehicles and motorcycles,4924000
Mar-10,Wholesale & retail trade; repair of motor vehicles and motorcycles,4774000
Jun-10,Wholesale & retail trade; repair of motor vehicles and motorcycles,4807000
Sep-10,Wholesale & retail trade; repair of motor vehicles and motorcycles,4816000
Dec-10,Wholesale & retail trade; repair of motor vehicles and motorcycles,4969000
Mar-11,Wholesale & retail trade; repair of motor vehicles and motorcycles,4810000
Jun-11,Wholesale & retail trade; repair of motor vehicles and motorcycles,4778000
Sep-11,Wholesale & retail trade; repair of motor vehicles and motorcycles,4793000
Dec-11,Wholesale & retail trade; repair of motor vehicles and motorcycles,4930000
Mar-12,Wholesale & retail trade; repair of motor vehicles and motorcycles,4887000
Jun-12,Wholesale & retail trade; repair of motor vehicles and motorcycles,4849000
Sep-12,Wholesale & retail trade; repair of motor vehicles and motorcycles,4811000
Dec-12,Wholesale & retail trade; repair of motor vehicles and motorcycles,4951000
Mar-13,Wholesale & retail trade; repair of motor vehicles and motorcycles,4866000
Jun-13,Wholesale & retail trade; repair of motor vehicles and motorcycles,4822000
Sep-13,Wholesale & retail trade; repair of motor vehicles and motorcycles,4825000
Dec-13,Wholesale & retail trade; repair of motor vehicles and motorcycles,4988000
Mar-14,Wholesale & retail trade; repair of motor vehicles and motorcycles,4848000
Jun-14,Wholesale & retail trade; repair of motor vehicles and motorcycles,4907000
Sep-14,Wholesale & retail trade; repair of motor vehicles and motorcycles,4935000
Dec-14,Wholesale & retail trade; repair of motor vehicles and motorcycles,5065000
Mar-15,Wholesale & retail trade; repair of motor vehicles and motorcycles,5005000
Jun-15,Wholesale & retail trade; repair of motor vehicles and motorcycles,4982000
Sep-15,Wholesale & retail trade; repair of motor vehicles and motorcycles,4997000
Dec-15,Wholesale & retail trade; repair of motor vehicles and motorcycles,5103000
Mar-16,Wholesale & retail trade; repair of motor vehicles and motorcycles,4995000
Jun-16,Wholesale & retail trade; repair of motor vehicles and motorcycles,5010000
Sep-16,Wholesale & retail trade; repair of motor vehicles and motorcycles,4972000
Dec-16,Wholesale & retail trade; repair of motor vehicles and motorcycles,5071000
Mar-17,Wholesale & retail trade; repair of motor vehicles and motorcycles,4982000
Jun-17,Wholesale & retail trade; repair of motor vehicles and motorcycles,4994000
Sep-17,Wholesale & retail trade; repair of motor vehicles and motorcycles,4944000
Dec-17,Wholesale & retail trade; repair of motor vehicles and motorcycles,5073000
